,Date,Close,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,GSPC,HSI,IXIC,SSEC,RUT,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,AUD,Brent,CAC.F,copper.F,WIT.oil,DAX.F,DJI.F,EUR,FTSE.F,gold.F,HSI.F,KOSPI.F,NASDAQ.F,GAS.F,Nikkei.F,NZD,silver.F,RUSSELL.F,S.P.F,CHF,Dollar.index.F,Dollar.index,wheat.F,XAG,XAU
236,14950,11359.16016,7.867686672,-0.000266698,-0.001748309,0.001731999,0.009473344,3.208613468,1.615411588,1.403239188,-0.417992088,11262.62538,11218.25751,11081.05334,10712.72285,0.08,0.14,0.19,1.74,3.15,-0.007164446,0.003356298,5.09,6.14,-0.003754463,-0.001328836,0.002962209,-0.002299611,-0.006059641,-0.007188986,0.019760478,0.001768489,-0.016290776,0.001117772,-0.009394607,0.002103506,0.016342028,0.00662014,0.006834581,0.00051508,0.008196208,0.001375791,0.006539351,0.004678913,-0.000135622,3.07,3.01,2.96,0.06,0.11,1.05,2.99,5.95,6,6.06,0,0.285714286,0.137254902,-0.62,-0.07,1.64,1,-0.77,0.68,0.02,-0.32,0.59,-0.49,1.26,0.27,-0.02,-2.12,-0.29,-0.6,0.14,0.61,0.1,0.6,0.33,0.36,-1.37,-4.91,-1.52
237,14951,11372.48047,-0.617499227,0.00117265,-0.000266698,-0.001748309,0.001731999,1.036802364,3.045479161,3.165786447,0.2267651,11282.59904,11232.94541,11092.48186,10719.2876,0.08,0.15,0.18,1.87,3.26,-0.004397339,-0.024295775,5.07,6.16,0.002835372,0.009785872,0.005171042,-0.00034649,0.008799177,-0.002715455,0.000587199,0.00224683,0.025732433,0.013397804,0.031612295,0.005457585,0.00563705,-0.002410261,-0.003718991,0.00370176,-0.014325965,0.004106201,-0.00949809,-0.000497116,0.001379869,3.18,3.11,3.08,0.07,0.1,1.09,2.9,5.98,6.01,6.08,-0.052631579,0.166666667,0.074712644,-0.53,-0.68,0.51,1.26,-0.46,-0.34,0.11,-0.04,-0.22,-1.83,-1.62,-0.83,0.48,4.85,0.89,-1.27,-5.12,0.24,0.45,-0.16,0.19,0.18,0.13,-1.22,-1.41
238,14952,11370.05957,0.357593169,-0.000212873,0.00117265,-0.000266698,-0.001748309,0.067322108,1.633813515,3.290185675,0.114638418,11298.50095,11246.00391,11103.36726,10725.76294,0.09,0.14,0.18,1.9,3.23,0.000566251,0.004150126,5.01,6.09,0.002748641,0.007439021,-0.000197863,0.00235092,-0.003893929,-0.008168286,0.005281573,-0.006244996,0.013661277,-0.00550863,0.023833809,0.002087711,0.00680329,0.002329796,-0.001678638,0.003842748,0.003433201,0.002878325,-0.013198637,0.004698742,0.004105677,3.14,3.09,3.05,0.05,0.09,1.08,2.86,5.91,5.95,6,0,0.015873016,0.016042781,0.59,0.24,0.67,-0.32,0.1,-0.16,-0.05,-0.11,0.05,0.69,0.29,1.78,0.03,-3.71,0.29,0.27,2,0.12,0.35,-0.31,0.09,0.09,0.61,1.38,0.4
239,14953,11410.32031,0.102418338,0.003540944,-0.000212873,0.00117265,-0.000266698,0.248025357,2.871023485,2.048878651,1.127533288,11318.83174,11261.65309,11115.40463,10732.57446,0.09,0.13,0.18,1.98,3.32,-0.006112054,-0.011500449,5.03,6.11,-0.001356626,-0.003376885,-0.000296853,-0.000947183,0.002501861,0.004403712,0.034442501,-0.002417032,0.01519233,0.009601182,0.006651147,0.0025,-0.000181426,0.000860882,0.00603228,0.006001642,-0.000383683,0.007975831,0.010704949,0.011984956,0.005288991,3.23,3.19,3.14,0.04,0.09,1.08,2.79,5.93,5.98,6.02,0,0,0.042105263,0.11,-0.56,0.04,0.56,-0.66,0.55,0.4,-0.08,0.15,-0.56,0.15,0.28,0.69,-0.41,-0.58,-0.09,-0.74,1.21,0.65,-0.2,-0.01,0,-1.65,-0.1,-0.11
240,14956,11428.55957,-0.508930296,0.001598488,0.003540944,-0.000212873,0.00117265,0.584122757,3.402575601,2.008379209,2.108356522,11338.78226,11277.54894,11127.68522,10739.49969,0.09,0.15,0.19,1.91,3.29,0.009224462,0.017269587,4.99,6.09,0.001516947,0.001873127,-9.90E-05,0.000346125,0.003462725,-0.007800906,-0.005643228,-0.000807608,0.00193092,-0.00329188,-0.001651834,0.002493779,0.009096878,0.008222915,0.003314252,4.83E-05,0.006678747,-0.004788601,0.028832421,-0.006088901,0.003415466,3.2,3.14,3.1,0.06,0.1,1.1,2.8,5.9,5.94,6,0.055555556,-0.046875,-0.035353535,0.97,0.78,0.89,2.29,0.93,0.35,0.18,1.19,0.79,0.94,0.61,0.5,-0.21,0.07,0.69,0.44,3.75,-0.1,0.02,-1.36,-0.54,-0.99,0.66,2.86,0.56
241,14957,11476.54004,-2.170422169,0.004198295,0.001598488,0.003540944,-0.000212873,1.033350014,4.27511969,2.665454458,2.451089574,11363.82913,11296.50048,11141.3658,10746.83342,0.09,0.15,0.2,2.08,3.49,-0.003272399,-0.003216583,5.15,6.24,0.003981255,-0.006347255,-0.002672738,0.001368977,-0.004290136,-0.001779042,0.003972758,0.014710621,-0.017345147,0.013578018,-0.013236235,-0.002487576,0.002679598,0.005187072,-0.000283131,0.000910956,0.004871,0.001070535,0.001410492,-0.000569878,0.000662444,3.4,3.34,3.29,0.06,0.11,1.09,2.75,6.04,6.09,6.15,0.052631579,0.081967213,0.089005236,0.4,0.02,0.28,0.07,-0.37,-0.01,0.48,-0.05,0.48,0.45,0.2,0.36,0.16,-3.73,0.29,-0.15,0.54,-0.17,0.04,-0.7,0.06,0.11,-2.45,-0.3,0.18
242,14958,11457.46973,-28.85762673,-0.001661678,0.004198295,0.001598488,0.003540944,0.747323842,1.791874478,3.815562595,3.936768966,11380.85469,11311.83088,11153.76203,10753.90443,0.08,0.14,0.2,2.11,3.53,0.00373599,-0.004123342,5.17,6.27,-0.006179572,0.004194619,-0.001369727,-0.001712638,0.00021853,0.009371076,-0.011305878,-0.003186236,-0.01421922,0.008327263,-0.001006003,-0.004571931,-0.005811153,-0.001527702,-0.00156954,-0.005122453,-0.019454405,-0.00399586,-0.005351018,-0.004276479,-0.007185086,3.45,3.39,3.33,0.06,0.12,1.1,2.74,6.07,6.13,6.19,0,0.03030303,0.014423077,-1.36,1.09,-0.52,-1.78,0.39,-0.04,-0.05,-1.28,0.22,-1.29,-1.88,0.25,-0.59,-0.78,-0.1,-1.36,-1.79,-0.4,-0.38,0.65,1.12,1.12,0.33,-2.04,-1.18
243,14959,11499.25,-0.951005619,0.003646553,-0.001661678,0.004198295,0.001598488,1.136233537,1.204320581,2.788610988,4.463803405,11402.38111,11329.68032,11167.31058,10761.3208,0.08,0.13,0.19,2.06,3.47,-0.010715091,-0.018541854,5.14,6.24,-0.012884486,0.005716625,-0.002206496,0,0.00277815,0.014068382,0.016009148,-0.002716925,-0.004973912,0.00502693,0.007720678,0.005149659,0.00210561,-0.000187021,0.001144436,0.006185095,-0.013343445,0.007676118,-0.004560026,0.010672098,0.005316274,3.39,3.34,3.28,0.05,0.11,1.1,2.77,6.05,6.11,6.16,-0.05,-0.029411765,-0.023696683,0.33,-0.53,0.14,-0.39,-1.04,0,0.1,0.2,-0.23,-1.09,-1.79,-0.28,0.82,-4.12,0,-0.01,-1.6,0.95,0.53,-0.29,-0.04,-0.1,-1.83,0.14,-0.73
244,14960,11491.91016,5.234734853,-0.000638289,0.003646553,-0.001661678,0.004198295,0.715053046,0.964851917,3.606605872,2.778582267,11418.65912,11345.13078,11180.03997,10768.59035,0.05,0.11,0.18,1.97,3.33,0.003534375,0.004035216,4.97,6.06,0.004627651,-0.002598749,0.001693396,0.00165538,-0.001992184,-0.002583639,-0.003939167,0.002243574,-0.008497876,-0.003215434,-0.001998701,-0.000692371,-0.005403308,-0.001581387,-0.005971999,0.000836804,0.002032324,0.002146093,-0.001517509,0.00379882,-0.00062883,3.28,3.22,3.15,0.06,0.13,1.09,2.73,5.88,5.95,6.01,-0.052631579,-0.075757576,-0.04368932,0,-0.04,-0.48,1.02,0.36,-0.19,0.02,-0.43,-0.16,0.6,0.75,0.83,0.12,0.44,-0.1,-0.54,1.24,0.04,-0.09,0.45,0.25,0.24,1.02,1,0.42
247,14965,11559.49023,0.578029377,0.002282989,0.004794359,-0.001199128,-0.000638289,0.890427899,1.644406122,2.698257727,4.739965328,11468.53635,11392.11683,11219.0161,10790.91226,0.07,0.14,0.2,2.02,3.36,0.00593505,0.002892263,5,6.09,-0.002721786,0.000226773,-0.000294753,-0.002445685,0.002961117,5.41E-05,0.008938492,-0.005133141,0.028292683,0.004275062,0.015898735,0.001100138,-0.001980916,0.005326153,-0.001422764,0.003379555,0.002232339,0.001450689,-0.009026877,8.86E-05,0.003245553,3.29,3.22,3.16,0.07,0.13,1.09,2.73,5.89,5.95,6.02,0.052631579,0.031746032,0.015075377,0.3,0.48,-0.13,-0.05,0.73,0.08,0.21,0.03,0.74,-0.1,0.37,0,0.03,2.29,-0.19,0.03,-0.03,0.03,0.3,-0.68,0,0.01,2.48,-0.31,-0.05
248,14966,11573.49023,5.095548215,0.001211126,0.002282989,0.004794359,-0.001199128,0.645609357,1.789178524,1.857705144,3.452223879,11487.61888,11409.39049,11232.91705,10798.6991,0.06,0.14,0.19,2.09,3.41,0.01124346,-0.009733237,5.03,6.11,-0.004004917,-0.002744993,-0.004914005,-0.001880123,-0.004797571,-0.011744961,-0.001107309,0.003708481,-0.001897486,0.003902022,-0.010220345,0.005494423,-0.002140437,0.002105807,-0.001447382,-0.001644328,-0.006171299,-0.002200983,-0.007880723,-0.002061758,-0.000806871,3.35,3.27,3.22,0.08,0.13,1.08,2.7,5.92,5.97,6.05,-0.05,0.030769231,0.034653465,0.45,0.64,-0.23,-0.4,1.14,-0.29,0.23,0.15,0.2,-0.49,-0.83,0.04,-0.25,-1.66,-0.75,0.75,-0.19,-0.18,-0.12,0.64,-0.3,-0.28,0,0.27,-0.34
252,14973,11569.70996,-0.419894004,-0.00135256,0.000850055,0.001774964,-0.001595021,0.088409842,0.979624967,1.73426978,2.789053094,11534.50169,11463.04979,11283.01099,10829.0006,0.05,0.12,0.2,2.06,3.38,-0.014045869,-0.004955752,4.98,6.07,0.009518234,-0.00896118,-0.002285224,-0.000544135,-0.00501091,-0.003381115,-0.004378708,-0.003058136,-0.003068957,-0.004290275,-0.006447453,-0.000136323,-0.010252758,-0.004235859,-0.011618987,-0.001508219,0.001307792,-0.001481086,0.002924867,-0.000658037,-0.001202016,3.33,3.26,3.18,0.07,0.15,1.09,2.69,5.87,5.95,6.02,0,0.03125,0.014778325,-0.04,-1.12,-1.04,1.09,-1.4,-1.11,-0.09,0.45,-0.49,-0.53,0.06,0.55,-0.18,1.19,-1.45,0.61,-0.62,-0.06,-0.1,-1.07,-0.37,-0.35,-1.8,-0.43,-0.46
256,14979,11722.88965,-0.453369929,0.002712298,0.001750503,0.008053566,0.000674157,1.186924955,1.6450781,2.146549467,3.202080849,11612.9276,11531.72008,11339.91914,10861.82605,0.13,0.14,0.19,2.14,3.5,0.01018011,-0.014764134,5.09,6.17,0.006987865,0.004505988,0.004645351,0.002583587,0.008180126,0.01302634,0.001611929,-0.000631366,0.012228284,-0.003203987,0.022748784,-0.002670294,-0.002916199,0.004988444,-0.00509369,0.005007171,0.003774634,0.007813502,-0.004706856,0.011783732,0.00222631,3.37,3.36,3.31,0.01,0.06,1.08,2.67,5.98,6.03,6.04,0,0.126984127,0.064676617,-0.6,2.11,-0.27,0.87,1.03,-0.52,0.39,-1.14,0.57,-0.37,0.33,-0.17,1.08,-4.2,0,-1.22,-1.08,1.15,0.51,1.98,1.05,1.03,2.78,-1.84,-0.23
257,14980,11697.30957,5.314472716,-0.002182063,0.002712298,0.001750503,0.008053566,1.102876472,1.192261365,2.093305492,2.856273105,11628.26977,11547.49051,11353.93445,10870.13932,0.13,0.15,0.18,2.09,3.44,-0.0213732,0.000365497,5.06,6.11,-0.005507134,0.014030096,-0.000501505,-0.002955889,-0.000808437,-0.008323536,-0.004291846,-0.001579561,-0.004921723,0.029285714,-0.006796324,0.006425743,-4.87E-05,-0.004037112,0.005990114,-0.002122958,0.001198783,0.002845808,-0.005291566,-0.004615885,-0.004868152,3.31,3.29,3.26,0.02,0.05,1.05,2.67,5.93,5.96,5.98,-0.052631579,-0.042253521,-0.023364486,-0.56,-1.03,0,-1.84,-2.13,0.62,-0.15,-1.15,-0.27,-0.15,0.16,-0.2,0.29,-0.87,1.25,-0.34,-0.22,-0.15,-0.12,-0.01,0.68,0.66,-2.69,-0.61,-0.44
258,14981,11674.75977,-0.693761115,-0.001927777,-0.002182063,0.002712298,0.001750503,0.839990654,0.875012895,1.526271418,2.679846962,11636.7225,11559.61139,11366.51584,10878.14549,0.13,0.14,0.18,1.96,3.34,-0.003394817,-0.001096091,5.02,6.07,-0.003939518,0.001334311,0.001003512,0.005929304,0.007161508,-0.001990724,-0.007004257,-0.009650388,-0.018884915,-0.007633588,-0.02021779,0.005453525,-0.009947661,-0.005847694,-0.004805675,-0.001844782,-0.004190224,-0.002479795,0.005171029,-0.004536107,-0.00257222,3.21,3.2,3.16,0.01,0.05,1.05,2.73,5.89,5.93,5.94,0,-0.117647059,-0.062200957,0.24,-1.26,-1.05,-1.13,-0.4,-0.4,-0.23,-0.63,-0.56,-0.21,-0.35,0.5,-0.14,-0.27,0.38,0.54,-1.54,-0.81,-0.22,0.14,0.28,0.27,-2.03,-1.17,-0.13
259,14984,11637.4502,-7.864871671,-0.003195746,-0.001927777,-0.002182063,0.002712298,-0.285327036,0.713281749,1.266456464,1.990565346,11636.85481,11567.02461,11377.14072,10885.70076,0.14,0.15,0.18,1.93,3.32,0.013284887,0.000914411,4.99,6.07,0.005765345,-0.003241344,-0.005714286,0.000151137,0.018832566,-0.004366877,0.004340749,-0.007028722,-0.005499473,-0.013286748,-0.009523778,-0.006085448,-0.016439977,-0.00467891,-0.013065901,-0.001376327,-0.006728314,0.001712851,-0.016553447,0.00475991,-0.001783134,3.18,3.17,3.14,0.01,0.04,1.08,2.75,5.89,5.92,5.93,0,-0.016666667,-0.015306122,-0.06,2.54,-1.58,-0.4,1.39,-1.17,-0.28,0.19,-0.35,0.38,-0.76,-0.68,0.42,-0.52,-0.88,0.45,0.04,0.89,-0.16,-0.12,-0.2,-0.16,-0.71,1.01,0.4
260,14985,11671.87988,-1.153909522,0.002958525,-0.003195746,-0.001927777,-0.002182063,-0.165080048,0.832270837,1.687992748,2.129054948,11643.223,11577.01083,11388.69911,10893.52344,0.15,0.15,0.19,1.98,3.37,0.020954729,0.004202448,4.99,6.05,0.003211064,-0.003854029,0.000806614,0.001284473,-0.002365323,-0.001841006,0.006482928,0.001769627,0.004608203,-0.003897874,0.006410224,0.007453814,0.015752083,0.009687255,0.01232449,0.003725127,0.009906809,0.003334821,0.004383551,0.004017273,0.006601775,3.22,3.22,3.18,0,0.04,1.06,2.68,5.86,5.9,5.9,0.055555556,0.016949153,0.025906736,-0.88,2,1.58,1.97,2.08,1.06,0.25,0.26,0.95,0.75,1.06,0.34,0.13,1.86,0.5,-0.52,2.21,0.58,0.4,0.78,-0.02,-0.04,-1.04,1.76,0.54
261,14986,11755.44043,1.173703974,0.007159134,0.002958525,-0.003195746,-0.001927777,0.277668587,1.46788926,1.927314552,2.430178347,11663.62617,11594.00412,11403.08113,10902.09973,0.15,0.15,0.18,1.99,3.4,0.00812205,0.00345706,5.02,6.08,0.001155234,0.007616939,-0.003455571,-0.00241473,0.008137244,-0.001410405,0.002147128,0.003693592,0.02545874,0.015652721,0.019426688,0.011758488,0.021530779,0.00610246,0.01832582,0.009007581,0.015373077,0.007545558,0.006154609,0.008304362,0.013007104,3.25,3.25,3.22,0,0.03,1.06,2.68,5.9,5.93,5.93,-0.052631579,0.016666667,0.005050505,0.9,0.52,2.16,1.45,0.82,1.79,0.79,1.23,0.4,0.12,1.85,0.16,0.83,1.12,0.1,0.4,0.14,0.78,1.02,-0.66,-1.1,-1.01,1.98,0.51,0.29
262,14987,11731.90039,-0.084052567,-0.00200248,0.007159134,0.002958525,-0.003195746,0.295716043,1.401853897,1.491503116,2.395211775,11676.03967,11607.1371,11415.976,10910.35645,0.15,0.15,0.18,1.93,3.34,-0.005008166,0.00199456,5,6.05,0.009055653,-0.003239693,-0.002800328,-0.002390318,0.003658324,0.007876994,-0.003749331,0.00656,-0.005815209,-0.012609388,-0.003748798,0.001697532,0.007543595,-0.004429288,0.000895498,-0.001710746,0.004699201,-0.000745266,0.002270929,-0.000885945,-0.000437008,3.19,3.19,3.16,0,0.03,1.05,2.71,5.87,5.9,5.9,0,-0.032786885,-0.030150754,0.07,-0.06,0.75,-0.8,-0.5,-0.02,-0.21,1.65,-0.42,0.09,0.2,-0.61,-0.08,-2.74,0.38,1.26,-0.95,-0.05,-0.18,-0.32,-1.05,-1.05,1,-3.27,-0.88
263,14988,11787.37988,-1.448362773,0.004728943,-0.00200248,0.007159134,0.002958525,0.964646119,1.81273971,1.848099793,2.505640655,11696.28334,11624.30308,11430.54086,10919.08305,0.14,0.15,0.18,1.95,3.35,0.001531896,-0.010495838,5.03,6.09,0.005941228,-0.003707704,0.002666261,0.000227473,0.008099936,0.017355689,0.011827957,-0.005722477,0.010348684,0.003902022,0.026967734,0.014730765,0.002125865,-0.003618886,8.34E-05,0.007384542,0.001825572,0.007315498,-0.012861254,0.008642956,0.006735687,3.21,3.2,3.17,0.01,0.04,1.06,2.74,5.91,5.94,5.95,0,0,0.010362694,-0.72,0.63,0.19,0.85,0.15,0.2,0.36,0.17,-0.3,-1.91,0.35,1.18,0.75,1.66,-0.57,-0.75,-3.22,0.74,0.64,-0.07,-0.05,-0.04,-0.96,-0.9,-0.91
264,14992,11837.92969,-1.860062698,0.004288468,0.004728943,-0.00200248,0.007159134,1.722709783,1.432467391,2.448279306,3.010983616,11722.03722,11644.64847,11446.51689,10928.22581,0.15,0.16,0.19,1.97,3.39,-0.001638807,0.001828822,5.06,6.11,0.003609201,-0.001111658,-0.001850298,-0.001880013,-0.02246894,0.013245033,-0.011689692,-0.007194261,-0.003562681,0.012720884,-0.00793887,0.011176812,0.007380828,0.009046801,0.009575024,0.001376411,-0.005322603,0.003829002,-0.029507288,-1.24E-05,0.002054049,3.24,3.23,3.2,0.01,0.04,1.05,2.72,5.92,5.95,5.96,0.055555556,0.016949153,0.01025641,0.37,0.38,0.89,0.67,-0.17,0.95,0.87,0.65,1.3,0.57,-0.03,-0.43,0.46,-1.23,0.19,-0.05,2.06,0.29,0.41,-0.08,-0.44,-0.48,2.59,1.98,0.37
265,14993,11825.29004,14.847811,-0.001067725,0.004288468,0.004728943,-0.00200248,1.314356878,1.147107089,2.157566724,3.024535874,11740.81046,11661.85243,11461.37074,10937.15182,0.16,0.16,0.19,1.95,3.37,-0.005799956,0.001825484,5.02,6.07,0.003959115,-0.00070156,0.004963533,-0.001321526,-0.005313383,-0.022901987,-0.014516129,0.007407456,-0.023240246,-0.006629484,-0.020929608,-0.0059713,-0.008964077,-0.013159585,-0.008495955,-0.010115655,0.010997718,-0.014639257,0.018131525,-0.0255956,-0.010498251,3.21,3.21,3.18,0,0.03,1.05,2.7,5.88,5.91,5.91,0,0,-0.010152284,0.29,0.37,-0.82,-1.31,-0.57,-0.83,-0.21,0.66,-1.34,0.15,0.74,1.14,-1.56,3.07,0.48,-0.88,-0.38,-2.77,-1.26,-0.82,-0.44,-0.41,0.66,-0.21,0.18
266,14994,11822.79981,-0.901335097,-0.000210585,-0.001067725,0.004288468,0.004728943,0.573005966,0.85226561,2.049306319,2.511364146,11755.71762,11677.18075,11475.54443,10945.96424,0.15,0.16,0.19,2.06,3.47,-0.025206384,-0.019314869,5.12,6.17,0.000702877,-0.005531896,0.003195242,-0.000288991,-0.018179692,-0.026274887,0.005455537,0.004795396,0.023793206,-0.004214928,0.002514933,-0.006262756,-0.002984848,-0.018204074,-0.008258045,-0.001294959,-0.017032204,-0.007731113,-0.029166787,-0.011195971,-0.003479332,3.32,3.31,3.28,0.01,0.04,1.05,2.7,5.98,6.01,6.02,0,0.083333333,0.056410256,-1.23,-1.61,-0.38,-2.22,-2.2,-0.79,-0.1,0.07,-1.84,-1.73,-1.55,-0.56,-0.57,2.94,-1.23,-1.28,-4.63,-1.27,-0.18,1.14,0.22,0.23,0.47,-4.27,-1.78
267,14995,11871.83984,-3.258131206,0.004147921,-0.000210585,-0.001067725,0.004288468,1.192811466,1.492054844,2.611386837,2.702105402,11776.83075,11695.71971,11491.08542,10955.17693,0.15,0.16,0.19,2.04,3.44,-0.003839205,-0.001486436,5.07,6.12,-0.004025243,0.009311655,0.001637747,0.000593364,-0.017915122,-0.024950587,0.071079761,-0.003181689,0.012067062,-0.011640212,0.019441801,0.015819974,0.013269101,0.004839875,0.005431155,0.002413546,-0.005284179,-0.005454297,0.01405778,-0.006297584,0.003594254,3.29,3.28,3.25,0.01,0.04,1.05,2.68,5.93,5.96,5.97,0,-0.030769231,-0.009708738,0.08,1.06,2.16,0.87,0.28,0.52,0.41,1.04,0.55,-0.41,-0.54,-1.9,-0.55,0.87,-1.53,0.32,-0.16,-0.5,0.27,-0.89,-0.77,-0.77,2.79,-0.29,-0.25
268,14998,11980.51953,-1.506208029,0.00915441,0.004147921,-0.000210585,-0.001067725,1.638529087,2.618981214,3.480971065,3.516910532,11813.86507,11722.8435,11510.27892,10965.37934,0.15,0.16,0.18,2.03,3.43,-0.016776241,-0.000372162,5.06,6.1,0.005277849,-0.004027967,-0.003510884,-0.000456163,0.032841552,-0.003212671,0.015197619,-0.007022008,-0.005961603,0.01284793,0.005844448,-0.004938047,0.003922889,0.008072876,0.000757545,0.00583628,-0.00314447,0.010414424,-0.007209146,0.007889542,0.006374478,3.28,3.27,3.25,0.01,0.03,1.04,2.67,5.92,5.94,5.95,-0.052631579,0.031746032,-0.004901961,0.91,-1.01,-0.38,0.95,-1.39,0.08,0.91,0.18,0.83,0.26,-0.13,0.71,1.28,-3.29,0.58,0.9,-1.03,0.76,0.68,-0.94,-0.23,-0.2,1.36,-1.89,-0.58
269,14999,11977.19043,-0.311260702,-0.000277876,0.00915441,0.004147921,-0.000210585,1.176394401,2.919370045,2.625713258,3.653475128,11843.56059,11747.06702,11528.58917,10975.44711,0.15,0.16,0.18,1.96,3.35,-0.019137653,-0.014147431,4.98,6.01,-0.000463928,-0.000532766,6.04E-05,-0.000182548,0.011705423,-0.000848227,-0.002994062,-0.018322067,-0.003331875,0.002466596,0,0.001145235,-0.003369486,-0.004407831,-0.001239465,0.000263463,-0.000544044,0.000625545,-0.006783759,0.000872591,-0.00199696,3.2,3.19,3.17,0.01,0.03,1.03,2.66,5.83,5.85,5.86,0,-0.046153846,-0.034482759,-0.04,-1.41,-0.27,-2.81,-1.91,-0.18,-0.07,0.34,-0.47,-0.91,-0.27,0.51,0.14,-2.34,1.26,0.42,-1.86,0.13,-0.08,-0.74,-0.06,-0.06,0.36,-0.37,-0.07
270,15000,11985.44043,2.305138049,0.000688809,-0.000277876,0.00915441,0.004147921,1.354304127,2.686461394,2.516946535,3.541090866,11869.35693,11769.76925,11546.50491,10985.4968,0.15,0.16,0.18,2.03,3.45,0.012576399,0.003021148,5.12,6.13,-0.010409447,-0.003416418,0.003361987,3.04E-05,0.007176374,-0.007413684,-0.003003003,-0.007858611,0.002451549,0.011599297,-0.00764526,0.012455567,0.007326551,0.008702705,0.009681292,0.004220907,0.002287215,0.007446906,0.011720963,0.017641865,0.006449936,3.3,3.29,3.27,0.01,0.03,1.01,2.68,5.95,5.97,5.98,0,0,0.035714286,0.09,2.79,0.62,1,1.32,0.95,0.12,0.06,0.99,0.05,0.37,1.16,0.75,0.4,-0.48,0.78,1.2,1.66,0.47,0.01,-0.14,-0.13,2.15,2.87,0.91
271,15001,11989.83008,-0.747102947,0.000366248,0.000688809,-0.000277876,0.00915441,1.412781031,1.993882317,2.277087288,3.491039561,11891.26114,11790.72742,11563.89021,10995.49016,0.13,0.15,0.17,1.98,3.42,-0.019733024,0.004894578,5.09,6.09,0.006945625,-0.001179188,-0.002317416,-9.13E-05,-0.001861306,0.051656298,0.018072339,0.001320165,0.002667808,0.003127172,0.001540801,0.002761649,0.002593188,-0.000686875,0.003960796,0.002244306,-0.002668307,0.005760186,0.014890627,0.00215444,0.001637846,3.29,3.27,3.25,0.02,0.04,1,2.67,5.92,5.94,5.96,-0.055555556,-0.048387097,-0.024630542,-0.69,-0.53,0.31,1.64,-1.94,0.46,0.07,0.21,-0.17,-1.1,-0.31,0.11,0.19,-3.9,0.58,-0.18,-0.32,0.19,0.17,0.39,-0.23,-0.22,-1.14,-2.61,-2.56
272,15002,11823.7002,86.97534102,-0.0138559,0.000366248,0.000688809,-0.000277876,-0.405494427,0.782480254,1.080510217,2.195303382,11878.97733,11793.86769,11574.07884,11003.73106,0.13,0.15,0.15,1.92,3.36,0.043812907,-0.011614837,5.07,6.06,-0.000191464,0.00878741,0.000713934,-1.52E-05,-0.020716154,-0.072160467,-0.003944773,-0.011041562,-0.012416786,-0.03879463,-0.020307692,-0.011141701,-0.014102479,-0.01403165,-0.0073761,-0.017852527,-0.006837772,-0.024821483,0.001309531,-0.02518131,-0.017596976,3.23,3.21,3.21,0.02,0.02,0.99,2.7,5.91,5.91,5.93,-0.117647059,-0.084745763,-0.03030303,0.16,2.08,-1.48,0.79,4.32,-0.67,-1.41,-0.83,-1.35,1.69,-0.81,-0.13,-2.37,0.16,-1.05,0.21,3.29,-2.25,-1.87,-0.44,0.55,0.51,-2.66,4.01,1.82
273,15005,11891.92969,-0.986827,0.00577057,-0.0138559,0.000366248,0.000688809,-0.739449093,0.886963906,1.860166088,2.715781963,11881.3323,11803.20693,11586.54358,11012.56886,0.15,0.15,0.17,1.95,3.42,0.032217811,0.006065201,5.12,6.1,-0.006125501,-0.009603728,0.007134244,9.13E-05,0.009580461,-0.008764754,-0.002970396,-0.0039993,0.008980646,-0.000720721,0.018216018,0.021395139,0.000794522,-0.00314551,-0.003564767,0.007662558,-0.007184636,0.00490909,0.013784068,0.007544462,0.00949069,3.27,3.27,3.25,0,0.02,0.98,2.68,5.93,5.95,5.95,0.133333333,0.074074074,0.015625,0.33,1.6,0.12,1.97,3.19,-0.27,0.55,0.54,-0.3,-0.51,-0.88,-2.05,0.53,2.24,-1.35,-0.09,-0.48,1.31,0.87,0.17,-0.54,-0.51,1.7,0.25,-0.24
274,15006,12040.16016,-3.224084589,0.012464795,0.00577057,-0.0138559,0.000366248,0.525747055,1.708326315,3.460465603,3.165264923,11910.21009,11825.7739,11604.33246,11022.79365,0.16,0.15,0.18,2.02,3.48,-0.015935817,0.003391108,5.16,6.14,0.012679651,-0.00023142,-0.002394493,0.003392925,0.016827809,0.014560257,0.032770607,0.014388506,0.022029395,0.009376127,0.031462093,0.040034755,0.016756988,0.016186513,0.01508871,0.016693599,0.001518696,0.018929018,0.00296194,0.022579219,0.018543644,3.32,3.33,3.3,-0.01,0.02,0.98,2.66,5.96,5.99,5.98,0.058823529,0.051724138,0.035897436,1.54,0.72,1.66,2,-1.54,1.26,1.12,1.08,1.37,0.43,0.27,0.24,1.86,-1.65,0.39,1.19,1.24,2.04,1.58,-0.85,-0.86,-0.85,-0.39,1.68,0.63
